IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label
697,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","kami putra dan putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia",10,30,3.33,E,1
698,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",kami sebagai pemuda-pemudi berjanji akan menggunakan bahasa indonesia sebagai bahasa persatuan; kami sebagai pemuda-pemudi indonesia berjanji akan melaksanakan kewajiban dengan penuh tanggung jawab; kami pemuda-pemudi indonesia berjanji akan menggunakan dasar negara sebagai pedoman sehari-hari,10,30,3.33,E,1
699,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",kami putra dan putri indonesia berdarah yang satu indonesia; kami putra dan putri indonesia berbahasa yang satu indonesia,8,30,2.67,E,1
700,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",Kami putra dan putri indonesia; ; Menjunjung bahasa persatuan� Indonesia; ; Kami putra dan putri Indonesia; ; mengaku bangsa yang satu yaitu bangsa Indonesia,15,30,5,D,2
701,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","KAMI PUTRA DAN PUTRI INDONESIA; ; MENJUNJUNG BAHASA PERSATUAN, BAHASA INDONESIA; ; Kami putra dan putri Indonesia; ; MENGAKU BERBANGSA YANG SATU, BANGSA INDONESIA; ; KAMI PUTRA DAN PUTRI INDONESIA; ; Mengaku bertumpah darah yang satu tanah airku Indonesia",25,30,8.33,B,4
702,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",tidak ingat,5,30,1.67,E,1
703,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","1. Kami putra putri Indonesia, menjunjung tinggi jiwa Pancasila; ; 2. Kami putra putri Indonesia, menjunjung tinggi bahasa persatuan, bahasa Indonesia; ; 3. Kami putra putri Indonesia, menjunjung tinggi kesatuan dan persatuan negara Indonesia",15,30,5,D,2
704,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",1. Kami Putra dan Putri Indonesia mengaku bertumpah darah yang satu bangsa Indonesia; ; 2. Kami Putra dan Putri Indonesia mangaku berbangsa yang satu bangsa Indonesia; ; 3. Kami Putra dan Putri Indonesia menjunjung tinggi bahasa persatuan bahasa Indonesia,30,30,10,A,5
705,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928 :; ; Kami Putra Putri Berbangsa yang satu, Bangsa Indonesia.; ; Kami Putra Putri Indonesia Berbahasa yang satu,Bahasa Indonesia.; ; Kami Putra Putri Indonesia Bertumpah darah yang satu, darah Indonesia.",20,30,6.67,C,3
706,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","1. kami putra dan putri indonesia bertumpah darah yang satu,tanah air indoensia; ; 2. kami putra dan putri indonesia mengaku berbahasa yang satu,bahasa indonesia; ; 3. kami putra dan putri indonesia berbangsa yang satu,bangsa indonesia",30,30,10,A,5
707,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",kosong,0,30,0,E,1
708,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",Kami� Pemuda-Pemudi Indonesia bersumpah untuk selalu menjaga persatuan dan kesatuan Indonesia dengan jujur dan ikhlas dan selalu berusaha untuk membuat negara ini menjadi lebih baik/berkembang.,10,30,3.33,E,1
709,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","1. Kami putra-putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia; ; 2. Kami putra-putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia; ; 3. Kami putra-putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia",30,30,10,A,5
710,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","1. kami putra putri indonesia, Mengaku bertumpah darah dari satu ngeara indonesia; ; 2. Kami putra putri indonesia. Mengaku negara yang satu bangsa indonesia; ; 3. Kami putra putri indonesia. Menjunjung bahasa indonesia sebagai bahasa persatuan.",30,30,10,A,5
711,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","Kami putra putri Indonesia menjunjung tinggi pancasila; ; Kami putra putri Indonesia memiliki perbedaan ras,suku, dan bangsa; ; Kami putra putri Indonesia",5,30,1.67,E,1
712,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ","Kami, Putra dan putri Indonesia mengaku bertumpah darah yang satu, tanah air Indonesia; Kami, Putra dan putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia; Kami, Putra dan Putri Indonesia mengaku berbahasa yang satu, bahasa Indonesia",30,30,10,A,5
713,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",Kami Putra Putri Indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu bahasa Indonesia; ; Kami Putra Putri Indonesia menjunjung tinggi persatuan dan kesatuan; ; Kami Putra Putri Indonesia berjanji akan selalu rela berkorban,15,30,5,D,2
714,11,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi. Sebelum kongres digelar, para pemuda mengadakan pertemuan terlebih dahulu pada 3 Mei 1928 dan 12 Agustus 1928. Mereka membahas tentang pembentukan panitia, susunan acara kongres, waktu, tempat, dan biaya. Kemudian pertemuan itu menyepakati bahwa Kongres Pemuda Kedua akan diselenggarakan pada 27-28 Oktober 1928 di tiga lokasi berbeda, yaitu gedung Katholieke Jongenlingen Bond, Oost Java Bioscoop, dan Indonesische Clubgebouw (Rumah Indekos, Kramat No. 106). Keseluruhan biaya akan ditanggung oleh organisasi-organisasi yang menghadiri kongres serta sumbangan sukarela. S; ; Tulislah naskah Sumpah Pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 Oktober 1928!","""Kami Putra dan Putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia."" ""Kami Putra dan Putri Indonesia, mengaku berbangsa yang satu, bangsa Indonesia."" ""Kami Putra dan Putri Indonesia, menjunjung bahasa persatuan, bahasa Indonesia.""       ",Pemuda Pemudi Indonesia; ; Dengan ini menyatakan bahwa Indonesia membutuhkan kalian__,5,30,1.67,E,1
